,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1328,-0.4140106134094937,-0.07183611428306244,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,2,0,2,1.0319583380490465,0,1.090354468819115,1.9730731851417793,2.4301072624618394,0.7897405221108432,3,0.9122097711603002,2.1522163560585597,4,5,-2.370516044107739,2,0.31172464418307205,0.21999489657685367,-0.7521758378613592,7.554198174442678,256000
1329,-0.29042484372313043,0.6514792433257054,0.8853900707327494,0.6364004855567529,-0.5728345802734872,3,2,2,-0.2791655233517709,2,-0.5372592906518678,0.7562407886319434,0.22184697136732076,0.7897405221108432,3,0.9122097711603002,0.6004949339126351,4,1,0.7898390220340193,0,0.31172464418307205,-0.051373482308898065,-0.7521758378613592,-0.2817353894675895,176500
1330,0.6158708006435336,1.3747946009344731,1.1503560198003273,1.0240286494753397,1.6923106683692477,2,2,2,1.2098151401173314,0,1.1007049537760052,-0.7951632272572445,0.138085374118908,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.1139780031767639,1,1.6503069397927341,1.6470182683036516,0.3971039295170878,-0.025067045370336088,227000
1331,-0.6199868962200992,-0.7951514718918303,0.15673371079690998,-0.4295769652193609,-0.5728345802734872,3,1,3,-0.3338906932189355,2,-0.5398469118910905,-0.7951632272572445,-1.0688430953241308,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.10154317610852794,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,132500
1332,-0.12564381747464604,-1.518466829500598,-1.1018545472740855,-1.3017403340361813,-0.5728345802734872,3,1,3,-0.5505111572764618,0,-0.8969386429038021,-0.7951632272572445,-1.331549923057789,-1.0260408358133,3,-2.1650228210163136,0.6004949339126351,2,5,-0.830855883679703,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,100000
1333,-0.4140106134094937,-0.7951514718918303,-1.1018545472740855,0.4910399240872828,-0.5728345802734872,3,1,3,-0.5801539576211759,0,-0.9305777190136952,0.4812504165393252,-0.2959519934410491,-1.0260408358133,2,-0.31868326571034533,-0.9512264882332893,5,5,-1.1144774921796043,2,-1.02685765142659,-0.8233697325873297,-0.7521758378613592,0.2768957123911385,125500
1334,-1.8970398496458531,-0.7951514718918303,-0.04199075100377351,-0.720298088158301,1.1508857064985452,3,1,3,-0.6668021432441865,4,-1.0289073261041521,0.5797886332058467,-0.2864336301173659,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,1,-0.3446474119655863,2,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.16095028636299968,125000
1335,0.4098945178329282,-0.07183611428306244,0.18985445443035723,-0.3811234447295376,1.416073442925012,3,1,2,0.6671238722679494,4,0.4434491590134779,-0.7951632272572445,-0.3454474827242021,0.7897405221108432,3,-0.31868326571034533,0.6004949339126351,4,1,-0.06102580346568487,1,0.31172464418307205,0.7346590634291414,-0.7521758378613592,-0.4629130441244743,167900
1336,0.6982613137677759,-0.7951514718918303,0.05737147989656824,-0.5749375266888309,2.5431213227374947,3,1,3,1.3648697880742975,4,1.2766631980431384,-0.7951632272572445,0.2675351153210005,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,5,-0.2230952940370571,2,0.31172464418307205,0.15449218443201704,-0.7521758378613592,2.4812238440499033,135000
1337,3.417148246867768,-1.518466829500598,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,1,3,-0.8309776528456801,1,-1.2152160553281754,-0.7951632272572445,-1.5657016608203973,-1.0260408358133,1,-1.5495763025809908,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.40252049257217937,52500
1338,1.0278233662647447,0.6514792433257054,1.0178730452665383,0.8302145675160463,-0.5728345802734872,2,2,2,-0.3224896161632762,0,-0.6278260340246571,1.3612196072357037,0.6577880115920146,0.7897405221108432,2,0.9122097711603002,-0.9512264882332893,5,3,0.9519085126053916,1,0.31172464418307205,0.08898947228718042,0.4130661485084551,0.6694472974810556,200000
1339,2.057704780317772,-0.7951514718918303,0.02425073626312099,-0.6233910471786543,-0.5728345802734872,3,1,3,-0.4410608175421328,0,-0.7727328234211197,-0.7951632272572445,-1.2401736351504296,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.2636126666799002,1,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,128500
1340,-0.0020580477882827593,-1.518466829500598,-0.008870007370326258,-0.6718445676684777,-0.5728345802734872,3,1,3,-0.4547421100089239,4,-0.7520318535073394,-0.7951632272572445,-1.2249442538325364,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.18257792139421405,2,2.988889235402396,0.03284429044874903,-0.7521758378613592,-0.704483250333654,123000
1341,-0.16683907403676715,-0.07183611428306244,1.0509937888999856,0.927121608495693,-0.5728345802734872,3,2,2,0.12899303524083136,0,-0.1258275136154827,-0.7951632272572445,-0.7642554689662661,-1.0260408358133,2,-0.31868326571034533,-0.9512264882332893,5,5,1.0329432578910778,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,0.47317150493609705,155000
1342,-0.4140106134094937,1.3747946009344731,1.0178730452665383,0.8302145675160463,0.25035235155033597,2,2,2,0.516629655133247,0,0.3140680970523505,1.2328907669258151,1.244119192330904,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,0.9519085126053916,1,0.31172464418307205,0.8141980710335859,0.7801971853099035,0.6090547459287606,228500
1343,-0.537596383095857,-0.07183611428306244,-1.4330619836085579,-1.689368497954768,-0.5728345802734872,3,0,3,-0.3680939243859133,2,0.024254518259425116,0.9029023204146732,0.7567789901583206,-1.0260408358133,3,1.527656289595623,0.6004949339126351,4,5,-2.0058596903221515,2,0.31172464418307205,-0.6128253006932121,-0.7521758378613592,-0.704483250333654,177000
1344,0.6158708006435336,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.5728345802734872,2,2,2,-0.7511701134560652,0,-1.1246493119553864,0.8731116967713063,-0.11319941762633035,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,1.1139780031767639,0,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.704483250333654,155835
1345,-0.8259631790307046,-1.518466829500598,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,2,3,-0.22216013807347454,2,-0.5243211844557552,-0.7951632272572445,-1.0574210593357107,-1.0260408358133,1,-0.934129784145668,-0.9512264882332893,5,5,0.7493216493911763,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,108500
1346,-0.4140106134094937,0.6514792433257054,-0.108232238270668,0.8786680880058696,-0.5728345802734872,3,1,3,1.1642108318946942,4,2.570473817654413,-0.7951632272572445,1.2193714476893276,0.7897405221108432,3,1.527656289595623,0.6004949339126351,2,1,-0.4256821572512724,1,0.31172464418307205,0.16384971473842228,-0.7521758378613592,0.5033677807122445,262500
1347,0.9454328531405024,1.3747946009344731,1.1503560198003273,1.072482169965163,-0.020360129385015267,2,2,0,1.5381661593203186,0,1.5871777467498442,-0.7951632272572445,0.49597583508939896,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.1139780031767639,0,1.6503069397927341,1.118317805991756,-0.7521758378613592,-0.704483250333654,283463
1348,-0.4140106134094937,0.6514792433257054,0.8853900707327494,0.6364004855567529,-0.5728345802734872,2,2,2,0.9681123065373546,0,0.8574685572890857,-0.7951632272572445,-0.04085985636633749,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,1,1,0.7898390220340193,1,0.31172464418307205,0.191922305657638,2.456230179403472,-0.32702980313181074,215000
1349,-0.8259631790307046,1.3747946009344731,-3.287823627081604,0.10341176016869598,-0.5728345802734872,3,0,3,-0.851499591545867,1,-0.5812488517186511,1.9891142901805152,1.6039133259661316,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,0.1108161956223275,122000
1350,0.8630423400162602,-0.7951514718918303,-0.07511149463722075,-0.7687516086481244,1.4602713989960896,3,1,3,0.4345419003325001,4,0.45379964397036815,2.1747327913430325,2.129326981433448,0.7897405221108432,3,3.373995844901591,-0.9512264882332893,5,5,-0.38516478460842934,2,2.988889235402396,2.3160816852116257,-0.7521758378613592,-0.704483250333654,200000
1351,-0.0020580477882827593,-0.07183611428306244,-0.3069567000713515,-1.1079262520768878,1.1840341735518536,3,1,3,-0.4547421100089239,0,-0.788258550856455,1.171017933204976,0.3817554752051997,-1.0260408358133,3,0.9122097711603002,0.6004949339126351,2,1,-0.6687863931083308,0,0.31172464418307205,0.0796319419807752,-0.7521758378613592,0.5637603322645395,171000
1352,-0.8259631790307046,-0.07183611428306244,-1.1349752909075328,0.7333075265363995,-0.5728345802734872,2,0,3,-0.819576575790021,4,-0.9745672800804785,0.09855548204376481,-0.6462277637525935,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,0.8303563946768624,2,0.31172464418307205,0.7065864725099258,0.9238571562322093,-0.704483250333654,134900
1354,-0.4140106134094937,0.6514792433257054,0.9516315579996439,0.7333075265363995,-0.5728345802734872,2,2,2,-0.14919324491725514,0,-0.44151730480063356,1.2053917297165533,0.6654027022509612,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,4,1,0.8708737673197054,1,1.6503069397927341,1.7125209804484882,-0.7521758378613592,2.0735741210719127,235000
1355,1.3161901621995922,0.6514792433257054,-0.108232238270668,0.34567936261781274,0.21720388449702765,3,1,3,-1.1114441484148985,2,0.15363558022055254,0.8043641037481517,0.7701046988114771,2.6055218800349866,2,0.9122097711603002,0.6004949339126351,4,1,-0.4256821572512724,1,0.31172464418307205,0.06559564652116734,-0.7521758378613592,0.7751342626975717,170000
1356,-0.4140106134094937,-0.7951514718918303,-0.1744737255375625,-0.9141121701175944,-0.21372618719598044,3,1,3,-0.4410608175421328,4,-0.7002794287228884,-0.7951632272572445,-1.1868708005378032,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.5067169025369586,1,-1.02685765142659,-0.977768982643016,-0.7521758378613592,-0.704483250333654,110000
1357,-0.4140106134094937,-0.7951514718918303,-0.008870007370326258,1.1209356904549863,-0.5728345802734872,3,1,3,0.046905280440084525,0,-0.21898187822749443,-0.7951632272572445,-0.8327876848967856,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,1,1,-0.30413003932274324,0,0.31172464418307205,0.12641959351280135,-0.7521758378613592,-0.704483250333654,149900
1358,-0.4140106134094937,-0.07183611428306244,0.9516315579996439,0.7333075265363995,0.6205102336456121,2,2,2,-0.6873240819443732,0,-1.0185568411472619,1.0472722657632978,0.10953028414785819,0.7897405221108432,2,-0.934129784145668,-0.9512264882332893,5,5,0.8708737673197054,2,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.2213428379152946,177500
1359,2.428462089376862,2.0981099585432412,1.084114532533433,0.9755751289855163,-0.2082014426870957,2,2,0,2.103659581281019,0,2.115052479551244,-0.7951632272572445,0.8843250586956763,0.7897405221108432,0,0.9122097711603002,0.6004949339126351,2,1,1.0329432578910778,0,1.6503069397927341,1.3896861848775077,0.7961594043012707,-0.025067045370336088,315000
1360,-0.7847679224685835,-0.7951514718918303,-1.6649071890426888,0.6364004855567529,-0.5728345802734872,3,0,3,-1.0156751011473606,0,-0.4466925472790787,2.8965825180861553,2.0665057834971385,2.6055218800349866,3,0.9122097711603002,-0.9512264882332893,5,3,0.7898390220340193,1,0.31172464418307205,0.692550177050318,0.7083671998487505,-0.704483250333654,189000
1361,2.2224858065662563,0.6514792433257054,1.1172352761668802,0.9755751289855163,-0.4844386681313317,2,2,0,1.0775626462716836,0,0.9506229219010974,-0.7951632272572445,0.02767235956418206,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.0734606305339207,0,0.31172464418307205,-0.20109396721138179,0.5886505574134956,-0.16095028636299968,260000
1362,-0.4140106134094937,-1.518466829500598,-1.6980279326761358,1.072482169965163,-0.5728345802734872,3,0,3,-0.7808129138007793,2,0.3063052333346829,0.25209177312881,0.4236362738294061,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,2,1,-2.370516044107739,2,-1.02685765142659,-0.491177406709944,-0.3132148155987579,-0.704483250333654,104900
1363,0.12152772189808052,-0.07183611428306244,1.1503560198003273,1.072482169965163,-0.5728345802734872,3,2,2,-1.006554239502833,0,-1.4144628907483117,1.0289395742904566,-0.19696101487474313,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,3,1.1544953758196068,0,0.31172464418307205,-0.19173643690497655,-0.7521758378613592,-0.16095028636299968,156932
1364,-1.6498683102731266,0.6514792433257054,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,-1.043037686080943,0,-1.6628745297136764,0.5797886332058467,-0.6005396197989138,0.7897405221108432,2,-1.5495763025809908,-0.9512264882332893,5,5,1.0734606305339207,1,0.31172464418307205,0.03284429044874903,-0.7521758378613592,1.8018076390865854,144152
1365,-0.4140106134094937,0.6514792433257054,0.9516315579996439,0.7333075265363995,-0.5728345802734872,2,2,2,-0.5550715880987256,0,-0.9021138853822471,1.1756011060731864,0.30180122328626025,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.8708737673197054,1,0.31172464418307205,0.8890583134848278,-0.7521758378613592,0.7449379869214242,216000
1366,-0.08444856091252495,0.6514792433257054,0.9185108143661966,0.6848540060465762,0.30007505213029845,2,2,2,-0.420538878841946,0,-0.7261556411151139,1.2855972549102337,0.5226272523957122,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.8303563946768624,1,0.31172464418307205,0.5381509269946316,-0.7521758378613592,0.6241528838168344,193000
1367,-1.1967204880897946,-0.7951514718918303,0.18985445443035723,-0.3811234447295376,-0.5728345802734872,3,2,3,-0.6850438665332413,0,-0.6148879278285443,0.46520931150058914,-0.07702963699633392,0.7897405221108432,3,-0.31868326571034533,0.6004949339126351,4,1,-0.06102580346568487,1,-1.02685765142659,-0.6408978916124277,0.07785954968974139,-0.311931665243737,127000
1368,-0.4140106134094937,-0.07183611428306244,1.0509937888999856,0.927121608495693,0.3663719862369151,2,2,2,-0.4775442641202425,0,-0.8141347632486805,-0.7951632272572445,-1.270632397786216,-1.0260408358133,2,-1.5495763025809908,-0.9512264882332893,5,1,0.9924258852482346,0,0.31172464418307205,-0.24788161874340794,0.36517949153435314,-0.704483250333654,144000
1369,-0.9083536921549469,1.3747946009344731,1.0509937888999856,0.8786680880058696,0.37189673074579976,2,2,2,1.3671500034854294,0,1.307714652913809,-0.7951632272572445,0.29037918729784035,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,0.9924258852482346,0,0.31172464418307205,0.1357771238192066,-0.7521758378613592,3.2512288763416635,232000
1370,0.8218470834541391,-1.518466829500598,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,1,2,3,-0.4957859874092973,0,-0.834835733162461,0.4285439285549067,-0.26930057613473596,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.46619952989411545,0,-1.02685765142659,-0.6315403613060224,-0.7521758378613592,-0.704483250333654,105000
1371,0.4098945178329282,-0.07183611428306244,-0.5388019055054822,0.5394934445771061,-0.5728345802734872,3,1,3,-0.14919324491725514,2,1.2896013042392511,-0.7951632272572445,0.2770534786446837,-1.0260408358133,2,0.9122097711603002,0.6004949339126351,4,3,-0.9524080016082321,1,-1.02685765142659,-0.44906852033112044,-0.7521758378613592,-0.2817353894675895,165500
1372,0.2039182350223227,0.6514792433257054,0.8853900707327494,0.6364004855567529,-0.5728345802734872,3,2,2,0.11531174277404022,0,-0.14135324105081798,1.471215756072751,1.1070547604698648,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,5,0.7898390220340193,1,0.31172464418307205,0.5147571012286185,1.2670448645466068,1.8622001906388803,274300
1374,0.6158708006435336,0.6514792433257054,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,-0.07166592093877201,0,-0.35353818266706694,1.3405953293287574,0.84244426007147,0.7897405221108432,2,1.527656289595623,0.6004949339126351,2,1,1.0734606305339207,0,1.6503069397927341,2.166361200309142,0.47691502447392436,2.46612570616183,250000
1375,0.7806518268920181,1.3747946009344731,1.1834767634337746,1.072482169965163,-0.13085501956270965,2,2,2,1.1710514781280899,0,1.0567153927092219,-0.7951632272572445,0.10572293881838488,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.1544953758196068,0,1.6503069397927341,1.1651054575237823,0.04593511170700675,-0.16095028636299968,239000
1376,-0.7435726659064624,-0.07183611428306244,-1.3668204963416635,-1.689368497954768,-0.5728345802734872,3,0,2,-0.659961497010791,4,-0.9642167951235884,-0.7951632272572445,-1.381045412340942,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,-2.1679291808935237,2,-1.02685765142659,-1.4643605585760882,-0.7521758378613592,1.4243541918847422,91000
1377,-0.4140106134094937,-0.7951514718918303,-1.0024923163737438,-1.2048332930565346,-0.5728345802734872,3,1,3,-0.16743496820631,0,-0.46221827471441396,0.6256203618879498,0.16854413675469446,0.7897405221108432,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.06102580346568487,2,0.31172464418307205,0.87502201802522,-0.7521758378613592,0.32219012605535974,117000
1378,-2.0206256193322165,-0.07183611428306244,0.05737147989656824,-0.5749375266888309,1.6812611793514785,3,1,3,-1.30982288918337,4,-1.7586165155649107,0.35979633553175216,-1.006021897387821,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.2230952940370571,2,-1.02685765142659,-0.977768982643016,-0.17753595417213572,-0.704483250333654,83000
1379,0.12152772189808052,-0.7951514718918303,1.1503560198003273,1.072482169965163,-0.5728345802734872,3,2,2,-1.5355642148854238,2,-1.0573711597356001,0.6714520905700528,-0.2312271228400029,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,3,1.1544953758196068,0,0.31172464418307205,-0.3414569218074603,0.04593511170700675,-0.704483250333654,167500
1380,-1.03193946184131,-2.241782187109366,-1.8967523944768194,-1.689368497954768,-0.5728345802734872,3,0,3,-0.4410608175421328,4,-0.7727328234211197,-0.7951632272572445,-1.2401736351504296,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.6412033365365641,2,-1.02685765142659,-1.2772099524479834,-0.7521758378613592,-0.704483250333654,58500
1381,-0.4140106134094937,-0.07183611428306244,-0.04199075100377351,-0.720298088158301,-0.5728345802734872,3,1,3,0.3364926376538303,0,2.4695565893247333,-0.7951632272572445,1.145128213764598,0.7897405221108432,3,0.29676325272497744,2.1522163560585597,2,1,-0.3446474119655863,0,0.31172464418307205,0.3603578511729322,-0.7521758378613592,-0.07036145903455729,237500
1382,-0.4140106134094937,0.6514792433257054,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,0,1,-1.0521585477254702,0,-0.4259915773652983,0.9556088083990917,0.4693244177830858,-1.0260408358133,2,0.9122097711603002,-0.9512264882332893,5,5,0.4251826682484318,2,0.31172464418307205,0.4820057451562002,-0.4648558960167475,-0.704483250333654,157000
1383,-0.4140106134094937,-0.7951514718918303,-1.7642694199430304,1.072482169965163,-0.5728345802734872,3,0,3,-0.5505111572764618,0,0.6556341006297269,-0.7951632272572445,-0.1893463242157965,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,1.1544953758196068,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,112000
1384,-0.4140106134094937,-0.07183611428306244,-1.0687338036406382,-1.689368497954768,-0.5728345802734872,3,0,3,-1.134246302526217,4,-1.2022779491320628,0.48812517584164067,-0.49012660524418783,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-1.600685963893721,2,-1.02685765142659,-0.9029087401917743,-0.7521758378613592,-0.704483250333654,105000
1385,-1.2379157446519156,-1.518466829500598,-1.6317864454092414,1.072482169965163,-0.5728345802734872,3,0,3,-0.596115465499099,2,-0.9486910676882531,0.02522471615239994,-0.6881085623767998,-1.0260408358133,2,0.29676325272497744,-0.9512264882332893,5,5,-2.289481298822053,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,0.7449379869214242,125500
1386,0.4098945178329282,0.6514792433257054,0.22297519806380448,-0.3326699242397142,0.44371840936130114,3,1,2,0.7628929195354874,4,0.5935311908883858,2.394725089017127,2.4148778811439464,2.6055218800349866,2,3.373995844901591,2.1522163560585597,4,1,-0.020508430822841813,1,0.31172464418307205,0.4258605633177688,-0.7521758378613592,0.9865081931306039,250000
1387,-0.4140106134094937,-0.07183611428306244,-1.8305109072099248,-1.689368497954768,-0.5728345802734872,3,0,3,-0.7830931292119112,4,1.2973641679569188,1.1801842789413965,1.9237303336418896,0.7897405221108432,2,2.1431028080309455,0.6004949339126351,2,5,-2.5325855346791113,2,-1.02685765142659,-1.2023497099967417,-0.049838202241197165,-0.47801118201254805,136000
1389,-0.4140106134094937,-0.07183611428306244,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,0,3,-0.7352086055781423,0,-0.759794717225007,0.004600438245453572,-0.566273511833654,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,2,5,0.9924258852482346,2,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.704483250333654,131000
1390,-0.0020580477882827593,0.6514792433257054,0.9516315579996439,0.7333075265363995,0.7752030798943843,2,2,2,1.0661615692160245,0,0.9376848157049846,-0.7951632272572445,0.01815399624049879,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,0.8708737673197054,1,0.31172464418307205,0.31824896479410864,0.9956871416933623,-0.16095028636299968,235000
1391,-0.20803433059888823,-0.7951514718918303,-0.14135298190411524,-0.8656586496277711,-0.5728345802734872,3,1,3,1.2006942784728039,4,1.090354468819115,-0.7951632272572445,0.13047068345996138,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,5,-0.46619952989411545,2,1.6503069397927341,1.4926190182479653,-0.7521758378613592,1.5904337086535532,124000
1392,-0.08444856091252495,-0.7951514718918303,-0.14135298190411524,-0.8656586496277711,-0.5728345802734872,3,1,3,-0.4410608175421328,4,-0.679578458809108,-0.7951632272572445,-1.17164141921991,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,3,1,-0.46619952989411545,1,-1.02685765142659,-0.8654786189661533,0.6445183238832812,1.4696486055489633,123000
1393,-0.4140106134094937,-0.07183611428306244,-2.1948390871778445,0.7333075265363995,-0.5728345802734872,3,0,1,-1.312103104594502,0,0.15104795898132997,0.7883229987094156,0.7548753174935839,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,5,0.9924258852482346,2,0.31172464418307205,0.9311671998636514,-0.7521758378613592,-0.32702980313181074,163000
1394,-0.7023774093443413,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.32422107737367484,2,2,2,0.6808051647347406,0,0.872994284724421,-0.7951632272572445,-0.029437820377917565,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.1139780031767639,0,1.6503069397927341,0.8188768361867885,0.53278279094371,-0.40252049257217937,246578
1395,0.739456570329897,1.3747946009344731,1.1172352761668802,1.0240286494753397,0.780727824403269,2,2,2,0.08338872701819423,0,-0.07666271007025427,2.2961868723506056,1.8399687363934767,0.7897405221108432,2,1.527656289595623,0.6004949339126351,2,3,1.0734606305339207,0,1.6503069397927341,0.7908042452675729,0.3971039295170878,-0.11565587269877847,281213
1396,-0.4140106134094937,-0.7951514718918303,-0.7706471109396129,-1.689368497954768,-0.5728345802734872,3,1,3,-0.7078460206445599,4,1.3568794564590374,-0.7951632272572445,0.3265489679278368,-1.0260408358133,3,0.29676325272497744,2.1522163560585597,4,5,-0.5067169025369586,2,0.31172464418307205,0.46329068454338973,-0.7521758378613592,-0.704483250333654,160000
1397,-0.7847679224685835,-0.7951514718918303,-1.6980279326761358,0.927121608495693,-0.5728345802734872,3,0,3,-0.2700446617072435,0,-0.5786612304794286,0.5202073859191128,-0.004690075736341061,-1.0260408358133,3,0.9122097711603002,-0.9512264882332893,5,5,-1.8437901997507795,2,-1.02685765142659,-1.370785255512036,-0.5606292099649514,-0.704483250333654,137500
1398,-0.4140106134094937,-0.7951514718918303,-0.7044056236727184,-0.13885584228042078,-0.5728345802734872,3,1,3,0.3433332838872259,2,-0.06889984635258663,0.9647751541355123,0.7396459361756906,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,1,-1.1549948648224475,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,138000
1399,-0.7847679224685835,-0.07183611428306244,-1.5324242145088998,0.24877232163816604,-0.5728345802734872,3,0,3,-0.18567669149536484,0,-0.006796936611245465,0.23146749522186363,0.17615882741364108,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,5,-2.1679291808935237,2,-1.02685765142659,-1.2023497099967417,0.4210472580041388,-0.4629130441244743,137450
1400,-0.8259631790307046,-0.07183611428306244,-1.3999412399751108,-1.689368497954768,-0.5728345802734872,3,0,3,-0.4456212483643965,4,-0.5501973968479806,-0.3185132489633729,-0.6804938717178532,-1.0260408358133,3,-0.934129784145668,0.6004949339126351,2,3,-2.0058596903221515,1,-1.02685765142659,-1.2397798312223627,-0.7521758378613592,-0.704483250333654,120000
1401,-0.3316201002852515,-0.07183611428306244,1.084114532533433,0.927121608495693,-0.5728345802734872,3,2,3,-0.4980662028204292,0,-0.7727328234211197,0.8754032832054114,0.14760373744259125,0.7897405221108432,3,0.9122097711603002,0.6004949339126351,4,1,1.0329432578910778,0,0.31172464418307205,-0.3508144521138655,0.04593511170700675,0.42787709127187584,193000
1402,-0.24922958716100932,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.5728345802734872,2,2,2,0.5211900859555106,0,0.339944309444576,-0.7951632272572445,-0.4215943893136683,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.1139780031767639,1,0.31172464418307205,0.8843795483316251,0.5886505574134956,0.12591433351040124,193879
1403,-0.8671584355928258,1.3747946009344731,1.1834767634337746,1.072482169965163,-0.10875604152717078,2,2,2,0.9749529527707501,0,0.7798399201124092,-0.7951632272572445,-0.0979700363084371,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.1544953758196068,2,1.6503069397927341,1.3148259424262658,0.5886505574134956,1.711218811758143,282922
1404,-0.4140106134094937,-2.241782187109366,-1.8636316508433721,-1.689368497954768,-0.5728345802734872,3,2,3,-0.8788621764794492,4,-1.212628434088953,0.3964617184774346,-0.5738882024926006,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,0.7898390220340193,2,1.6503069397927341,2.166361200309142,0.9717438132063113,-0.704483250333654,105000
1405,-1.0731347184034312,1.3747946009344731,1.084114532533433,0.9755751289855163,0.3884709642724539,2,2,0,1.2234964325841224,0,1.250786985650913,-0.7951632272572445,0.24849838867363394,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,2,1,1.0329432578910778,0,0.31172464418307205,0.04220182075515426,0.2694061775861492,0.09571805773425376,275000
1406,-0.0020580477882827593,-0.7951514718918303,0.02425073626312099,1.072482169965163,-0.5728345802734872,3,1,2,-0.659961497010791,4,-1.0211444623864845,-0.7951632272572445,-1.4229262109651484,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,0.38466529560558876,2,0.31172464418307205,-0.3601719824202707,-0.28927148711170697,-0.704483250333654,133000
